;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 05/08/2020 17:22:50
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_Math.c,671 :: 		
0x1156	0x3402      	RLCF        R2, 0, 0
;__Lib_Math.c,672 :: 		
0x1158	0x3608      	RLCF        R8, 1, 0
;__Lib_Math.c,673 :: 		
0x115A	0x3609      	RLCF        R9, 1, 0
;__Lib_Math.c,674 :: 		
0x115C	0x360A      	RLCF        R10, 1, 0
;__Lib_Math.c,675 :: 		
0x115E	0x360B      	RLCF        R11, 1, 0
;__Lib_Math.c,676 :: 		
0x1160	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,677 :: 		
0x1162	0xA002      	BTFSS       R2, 0, 0
;__Lib_Math.c,678 :: 		
0x1164	0xD00E      	BRA         SADD22LB
;__Lib_Math.c,680 :: 		
0x1166	0x5E08      	SUBWF       R8, 1, 0
;__Lib_Math.c,681 :: 		
0x1168	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,682 :: 		
0x116A	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,683 :: 		
0x116C	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,684 :: 		
0x116E	0x5E09      	SUBWF       R9, 1, 0
;__Lib_Math.c,685 :: 		
0x1170	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,686 :: 		
0x1172	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,687 :: 		
0x1174	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,688 :: 		
0x1176	0x5E0A      	SUBWF       R10, 1, 0
;__Lib_Math.c,689 :: 		
0x1178	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,690 :: 		
0x117A	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,691 :: 		
0x117C	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,692 :: 		
0x117E	0x5E0B      	SUBWF       R11, 1, 0
;__Lib_Math.c,693 :: 		
0x1180	0xD00D      	BRA         SOK22LB
;__Lib_Math.c,695 :: 		
SADD22LB:
;__Lib_Math.c,696 :: 		
0x1182	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,697 :: 		
0x1184	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,698 :: 		
0x1186	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,699 :: 		
0x1188	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,700 :: 		
0x118A	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,701 :: 		
0x118C	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,702 :: 		
0x118E	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,703 :: 		
0x1190	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,704 :: 		
0x1192	0x260A      	ADDWF       R10, 1, 0
;__Lib_Math.c,705 :: 		
0x1194	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,706 :: 		
0x1196	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,707 :: 		
0x1198	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,708 :: 		
0x119A	0x260B      	ADDWF       R11, 1, 0
;__Lib_Math.c,710 :: 		
SOK22LB:
;__Lib_Math.c,711 :: 		
0x119C	0x3602      	RLCF        R2, 1, 0
;__Lib_Math.c,713 :: 		
0x119E	0x2E0C      	DECFSZ      R12, 1, 0
;__Lib_Math.c,714 :: 		
0x11A0	0xD7DA      	BRA         LOOPS3232B
;__Lib_Math.c,716 :: 		
0x11A2	0x3401      	RLCF        R1, 0, 0
;__Lib_Math.c,717 :: 		
0x11A4	0x3608      	RLCF        R8, 1, 0
;__Lib_Math.c,718 :: 		
0x11A6	0x3609      	RLCF        R9, 1, 0
;__Lib_Math.c,719 :: 		
0x11A8	0x360A      	RLCF        R10, 1, 0
;__Lib_Math.c,720 :: 		
0x11AA	0x360B      	RLCF        R11, 1, 0
;__Lib_Math.c,721 :: 		
0x11AC	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,722 :: 		
0x11AE	0xA002      	BTFSS       R2, 0, 0
;__Lib_Math.c,723 :: 		
0x11B0	0xD00E      	BRA         SADD22L16
;__Lib_Math.c,725 :: 		
0x11B2	0x5E08      	SUBWF       R8, 1, 0
;__Lib_Math.c,726 :: 		
0x11B4	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,727 :: 		
0x11B6	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,728 :: 		
0x11B8	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,729 :: 		
0x11BA	0x5E09      	SUBWF       R9, 1, 0
;__Lib_Math.c,730 :: 		
0x11BC	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,731 :: 		
0x11BE	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,732 :: 		
0x11C0	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,733 :: 		
0x11C2	0x5E0A      	SUBWF       R10, 1, 0
;__Lib_Math.c,734 :: 		
0x11C4	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,735 :: 		
0x11C6	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,736 :: 		
0x11C8	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,737 :: 		
0x11CA	0x5E0B      	SUBWF       R11, 1, 0
;__Lib_Math.c,738 :: 		
0x11CC	0xD00D      	BRA         SOK22L16
;__Lib_Math.c,740 :: 		
SADD22L16:
;__Lib_Math.c,741 :: 		
0x11CE	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,742 :: 		
0x11D0	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,743 :: 		
0x11D2	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,744 :: 		
0x11D4	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,745 :: 		
0x11D6	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,746 :: 		
0x11D8	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,747 :: 		
0x11DA	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,748 :: 		
0x11DC	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,749 :: 		
0x11DE	0x260A      	ADDWF       R10, 1, 0
;__Lib_Math.c,750 :: 		
0x11E0	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,751 :: 		
0x11E2	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,752 :: 		
0x11E4	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,753 :: 		
0x11E6	0x260B      	ADDWF       R11, 1, 0
;__Lib_Math.c,755 :: 		
SOK22L16:
;__Lib_Math.c,756 :: 		
0x11E8	0x3601      	RLCF        R1, 1, 0
;__Lib_Math.c,758 :: 		
0x11EA	0x0E07      	MOVLW       7
;__Lib_Math.c,759 :: 		
0x11EC	0x6E0C      	MOVWF       R12, 0
;__Lib_Math.c,761 :: 		
LOOPS3232C:
;__Lib_Math.c,762 :: 		
0x11EE	0x3401      	RLCF        R1, 0, 0
;__Lib_Math.c,763 :: 		
0x11F0	0x3608      	RLCF        R8, 1, 0
;__Lib_Math.c,764 :: 		
0x11F2	0x3609      	RLCF        R9, 1, 0
;__Lib_Math.c,765 :: 		
0x11F4	0x360A      	RLCF        R10, 1, 0
;__Lib_Math.c,766 :: 		
0x11F6	0x360B      	RLCF        R11, 1, 0
;__Lib_Math.c,767 :: 		
0x11F8	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,768 :: 		
0x11FA	0xA001      	BTFSS       R1, 0, 0
;__Lib_Math.c,769 :: 		
0x11FC	0xD00E      	BRA         SADD22LC
;__Lib_Math.c,771 :: 		
0x11FE	0x5E08      	SUBWF       R8, 1, 0
;__Lib_Math.c,772 :: 		
0x1200	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,773 :: 		
0x1202	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,774 :: 		
0x1204	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,775 :: 		
0x1206	0x5E09      	SUBWF       R9, 1, 0
;__Lib_Math.c,776 :: 		
0x1208	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,777 :: 		
0x120A	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,778 :: 		
0x120C	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,779 :: 		
0x120E	0x5E0A      	SUBWF       R10, 1, 0
;__Lib_Math.c,780 :: 		
0x1210	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,781 :: 		
0x1212	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,782 :: 		
0x1214	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,783 :: 		
0x1216	0x5E0B      	SUBWF       R11, 1, 0
;__Lib_Math.c,784 :: 		
0x1218	0xD00D      	BRA         SOK22LC
;__Lib_Math.c,786 :: 		
SADD22LC:
;__Lib_Math.c,787 :: 		
0x121A	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,788 :: 		
0x121C	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,789 :: 		
0x121E	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,790 :: 		
0x1220	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,791 :: 		
0x1222	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,792 :: 		
0x1224	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,793 :: 		
0x1226	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,794 :: 		
0x1228	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,795 :: 		
0x122A	0x260A      	ADDWF       R10, 1, 0
;__Lib_Math.c,796 :: 		
0x122C	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,797 :: 		
0x122E	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,798 :: 		
0x1230	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,799 :: 		
0x1232	0x260B      	ADDWF       R11, 1, 0
;__Lib_Math.c,801 :: 		
SOK22LC:
;__Lib_Math.c,802 :: 		
0x1234	0x3601      	RLCF        R1, 1, 0
;__Lib_Math.c,804 :: 		
0x1236	0x2E0C      	DECFSZ      R12, 1, 0
;__Lib_Math.c,805 :: 		
0x1238	0xD7DA      	BRA         LOOPS3232C
;__Lib_Math.c,807 :: 		
0x123A	0x3400      	RLCF        R0, 0, 0
;__Lib_Math.c,808 :: 		
0x123C	0x3608      	RLCF        R8, 1, 0
;__Lib_Math.c,809 :: 		
0x123E	0x3609      	RLCF        R9, 1, 0
;__Lib_Math.c,810 :: 		
0x1240	0x360A      	RLCF        R10, 1, 0
;__Lib_Math.c,811 :: 		
0x1242	0x360B      	RLCF        R11, 1, 0
;__Lib_Math.c,812 :: 		
0x1244	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,813 :: 		
0x1246	0xA001      	BTFSS       R1, 0, 0
;__Lib_Math.c,814 :: 		
0x1248	0xD00E      	BRA         SADD22L24
;__Lib_Math.c,816 :: 		
0x124A	0x5E08      	SUBWF       R8, 1, 0
;__Lib_Math.c,817 :: 		
0x124C	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,818 :: 		
0x124E	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,819 :: 		
0x1250	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,820 :: 		
0x1252	0x5E09      	SUBWF       R9, 1, 0
;__Lib_Math.c,821 :: 		
0x1254	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,822 :: 		
0x1256	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,823 :: 		
0x1258	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,824 :: 		
0x125A	0x5E0A      	SUBWF       R10, 1, 0
;__Lib_Math.c,825 :: 		
0x125C	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,826 :: 		
0x125E	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,827 :: 		
0x1260	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,828 :: 		
0x1262	0x5E0B      	SUBWF       R11, 1, 0
;__Lib_Math.c,829 :: 		
0x1264	0xD00D      	BRA         SOK22L24
;__Lib_Math.c,831 :: 		
SADD22L24:
;__Lib_Math.c,832 :: 		
0x1266	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,833 :: 		
0x1268	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,834 :: 		
0x126A	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,835 :: 		
0x126C	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,836 :: 		
0x126E	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,837 :: 		
0x1270	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,838 :: 		
0x1272	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,839 :: 		
0x1274	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,840 :: 		
0x1276	0x260A      	ADDWF       R10, 1, 0
;__Lib_Math.c,841 :: 		
0x1278	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,842 :: 		
0x127A	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,843 :: 		
0x127C	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,844 :: 		
0x127E	0x260B      	ADDWF       R11, 1, 0
;__Lib_Math.c,846 :: 		
SOK22L24:
;__Lib_Math.c,847 :: 		
0x1280	0x3600      	RLCF        R0, 1, 0
;__Lib_Math.c,849 :: 		
0x1282	0x0E07      	MOVLW       7
;__Lib_Math.c,850 :: 		
0x1284	0x6E0C      	MOVWF       R12, 0
;__Lib_Math.c,852 :: 		
LOOPS3232D:
;__Lib_Math.c,853 :: 		
0x1286	0x3400      	RLCF        R0, 0, 0
;__Lib_Math.c,854 :: 		
0x1288	0x3608      	RLCF        R8, 1, 0
;__Lib_Math.c,855 :: 		
0x128A	0x3609      	RLCF        R9, 1, 0
;__Lib_Math.c,856 :: 		
0x128C	0x360A      	RLCF        R10, 1, 0
;__Lib_Math.c,857 :: 		
0x128E	0x360B      	RLCF        R11, 1, 0
;__Lib_Math.c,858 :: 		
0x1290	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,859 :: 		
0x1292	0xA000      	BTFSS       R0, 0, 0
;__Lib_Math.c,860 :: 		
0x1294	0xD00E      	BRA         SADD22LD
;__Lib_Math.c,862 :: 		
0x1296	0x5E08      	SUBWF       R8, 1, 0
;__Lib_Math.c,863 :: 		
0x1298	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,864 :: 		
0x129A	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,865 :: 		
0x129C	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,866 :: 		
0x129E	0x5E09      	SUBWF       R9, 1, 0
;__Lib_Math.c,867 :: 		
0x12A0	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,868 :: 		
0x12A2	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,869 :: 		
0x12A4	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,870 :: 		
0x12A6	0x5E0A      	SUBWF       R10, 1, 0
;__Lib_Math.c,871 :: 		
0x12A8	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,872 :: 		
0x12AA	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_Math.c,873 :: 		
0x12AC	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,874 :: 		
0x12AE	0x5E0B      	SUBWF       R11, 1, 0
;__Lib_Math.c,875 :: 		
0x12B0	0xD00D      	BRA         SOK22LD
;__Lib_Math.c,877 :: 		
SADD22LD:
;__Lib_Math.c,878 :: 		
0x12B2	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,879 :: 		
0x12B4	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,880 :: 		
0x12B6	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,881 :: 		
0x12B8	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,882 :: 		
0x12BA	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,883 :: 		
0x12BC	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,884 :: 		
0x12BE	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,885 :: 		
0x12C0	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,886 :: 		
0x12C2	0x260A      	ADDWF       R10, 1, 0
;__Lib_Math.c,887 :: 		
0x12C4	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,888 :: 		
0x12C6	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,890 :: 		
0x12C8	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,891 :: 		
0x12CA	0x260B      	ADDWF       R11, 1, 0
;__Lib_Math.c,893 :: 		
SOK22LD:
;__Lib_Math.c,894 :: 		
0x12CC	0x3600      	RLCF        R0, 1, 0
;__Lib_Math.c,896 :: 		
0x12CE	0x2E0C      	DECFSZ      R12, 1, 0
;__Lib_Math.c,897 :: 		
0x12D0	0xD7DA      	BRA         LOOPS3232D
;__Lib_Math.c,899 :: 		
0x12D2	0xB000      	BTFSC       R0, 0, 0
;__Lib_Math.c,900 :: 		
0x12D4	0xD00E      	BRA         SOK22L
;__Lib_Math.c,901 :: 		
0x12D6	0x5004      	MOVF        R4, 0, 0
;__Lib_Math.c,902 :: 		
0x12D8	0x2608      	ADDWF       R8, 1, 0
;__Lib_Math.c,903 :: 		
0x12DA	0x5005      	MOVF        R5, 0, 0
;__Lib_Math.c,904 :: 		
0x12DC	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,905 :: 		
0x12DE	0x3C05      	INCFSZ      R5, 0, 0
;__Lib_Math.c,906 :: 		
0x12E0	0x2609      	ADDWF       R9, 1, 0
;__Lib_Math.c,907 :: 		
0x12E2	0x5006      	MOVF        R6, 0, 0
;__Lib_Math.c,908 :: 		
0x12E4	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,909 :: 		
0x12E6	0x3C06      	INCFSZ      R6, 0, 0
;__Lib_Math.c,910 :: 		
0x12E8	0x260A      	ADDWF       R10, 1, 0
;__Lib_Math.c,911 :: 		
0x12EA	0x5007      	MOVF        R7, 0, 0
;__Lib_Math.c,912 :: 		
0x12EC	0xB0D8      	BTFSC       STATUS, 0, 0
;__Lib_Math.c,913 :: 		
0x12EE	0x3C07      	INCFSZ      R7, 0, 0
;__Lib_Math.c,914 :: 		
0x12F0	0x260B      	ADDWF       R11, 1, 0
;__Lib_Math.c,915 :: 		
SOK22L:
;__Lib_Math.c,917 :: 		
0x12F2	0x0012      	RETURN      0
; end of _SDIV3232L
_NRM3232:
;__Lib_MathDouble.c,455 :: 		
;__Lib_MathDouble.c,463 :: 		
0x12F4	0x6A0C      	CLRF        R12, 0
;__Lib_MathDouble.c,464 :: 		
0x12F6	0x6A0E      	CLRF        R14, 0
;__Lib_MathDouble.c,465 :: 		
0x12F8	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,466 :: 		
0x12FA	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,467 :: 		
0x12FC	0xF009EF93  	GOTO        NORM3232
;__Lib_MathDouble.c,468 :: 		
0x1300	0xF002C001  	MOVFF       R1, R2
;__Lib_MathDouble.c,469 :: 		
0x1304	0xF001C000  	MOVFF       R0, R1
;__Lib_MathDouble.c,470 :: 		
0x1308	0x6A00      	CLRF        R0, 0
;__Lib_MathDouble.c,471 :: 		
0x130A	0x860E      	BSF         R14, 3, 0
;__Lib_MathDouble.c,473 :: 		
0x130C	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,474 :: 		
0x130E	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,475 :: 		
0x1310	0xF009EF93  	GOTO        NORM3232
;__Lib_MathDouble.c,476 :: 		
0x1314	0xF002C001  	MOVFF       R1, R2
;__Lib_MathDouble.c,477 :: 		
0x1318	0x6A01      	CLRF        R1, 0
;__Lib_MathDouble.c,478 :: 		
0x131A	0x960E      	BCF         R14, 3, 0
;__Lib_MathDouble.c,479 :: 		
0x131C	0x880E      	BSF         R14, 4, 0
;__Lib_MathDouble.c,481 :: 		
0x131E	0x5002      	MOVF        R2, 0, 0
;__Lib_MathDouble.c,482 :: 		
0x1320	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_MathDouble.c,483 :: 		
0x1322	0xF009EFA5  	GOTO        JPNRES032
;__Lib_MathDouble.c,484 :: 		
NORM3232:
;__Lib_MathDouble.c,485 :: 		
0x1326	0x500E      	MOVF        R14, 0, 0
;__Lib_MathDouble.c,486 :: 		
0x1328	0x5E03      	SUBWF       R3, 1, 0
;__Lib_MathDouble.c,487 :: 		
0x132A	0xA4D8      	BTFSS       STATUS, 2, 0
;__Lib_MathDouble.c,488 :: 		
0x132C	0xA0D8      	BTFSS       STATUS, 0, 0
;__Lib_MathDouble.c,489 :: 		
0x132E	0xF009EFAB  	GOTO        JPNSETFUN32
;__Lib_MathDouble.c,490 :: 		
0x1332	0x90D8      	BCF         STATUS, 0, 0
;__Lib_MathDouble.c,491 :: 		
NORM3232A:
;__Lib_MathDouble.c,492 :: 		
0x1334	0xBE02      	BTFSC       R2, 7, 0
;__Lib_MathDouble.c,493 :: 		
0x1336	0xF009EFB1  	GOTO        JMPNFIXSIGN32
;__Lib_MathDouble.c,494 :: 		
0x133A	0x3600      	RLCF        R0, 1, 0
;__Lib_MathDouble.c,495 :: 		
0x133C	0x3601      	RLCF        R1, 1, 0
;__Lib_MathDouble.c,496 :: 		
0x133E	0x3602      	RLCF        R2, 1, 0
;__Lib_MathDouble.c,497 :: 		
0x1340	0x2E03      	DECFSZ      R3, 1, 0
;__Lib_MathDouble.c,498 :: 		
0x1342	0xF009EF9A  	GOTO        NORM3232A
;__Lib_MathDouble.c,499 :: 		
0x1346	0xF009EFAB  	GOTO        JPNSETFUN32
;__Lib_MathDouble.c,500 :: 		
JPNRES032:
;__Lib_MathDouble.c,501 :: 		
0x134A	0x0E01      	MOVLW       1
;__Lib_MathDouble.c,502 :: 		
0x134C	0x6E0C      	MOVWF       R12, 0
;__Lib_MathDouble.c,504 :: 		
0x134E	0xF002ECEA  	CALL        _RES032, 0
;__Lib_MathDouble.c,506 :: 		
0x1352	0xF009EFB5  	GOTO        NORM32EEE
;__Lib_MathDouble.c,507 :: 		
JPNSETFUN32:
;__Lib_MathDouble.c,508 :: 		
0x1356	0x0E02      	MOVLW       2
;__Lib_MathDouble.c,509 :: 		
0x1358	0x6E0C      	MOVWF       R12, 0
;__Lib_MathDouble.c,511 :: 		
0x135A	0xF002ECDD  	CALL        _SETFUN32, 0
;__Lib_MathDouble.c,513 :: 		
0x135E	0xF009EFB5  	GOTO        NORM32EEE
;__Lib_MathDouble.c,514 :: 		
JMPNFIXSIGN32:
;__Lib_MathDouble.c,515 :: 		
0x1362	0x0E04      	MOVLW       4
;__Lib_MathDouble.c,516 :: 		
0x1364	0x6E0C      	MOVWF       R12, 0
;__Lib_MathDouble.c,518 :: 		
0x1366	0xF002ECF1  	CALL        _FIXSIGN32, 0
;__Lib_MathDouble.c,520 :: 		
NORM32EEE:
;__Lib_MathDouble.c,527 :: 		
0x136A	0x0012      	RETURN      0
; end of _NRM3232
_COMFREM:
;__Lib_Math.c,919 :: 		
;__Lib_Math.c,924 :: 		
0x136C	0x1E0B      	COMF        R11, 1, 0
;__Lib_Math.c,925 :: 		
0x136E	0x1E0A      	COMF        R10, 1, 0
;__Lib_Math.c,926 :: 		
0x1370	0x1E09      	COMF        R9, 1, 0
;__Lib_Math.c,927 :: 		
0x1372	0x1E08      	COMF        R8, 1, 0
;__Lib_Math.c,928 :: 		
0x1374	0x2A08      	INCF        R8, 1, 0
;__Lib_Math.c,929 :: 		
0x1376	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,930 :: 		
0x1378	0x2A09      	INCF        R9, 1, 0
;__Lib_Math.c,931 :: 		
0x137A	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,932 :: 		
0x137C	0x2A0A      	INCF        R10, 1, 0
;__Lib_Math.c,933 :: 		
0x137E	0xB4D8      	BTFSC       STATUS, 2, 0
;__Lib_Math.c,934 :: 		
0x1380	0x2A0B      	INCF        R11, 1, 0
;__Lib_Math.c,936 :: 		
0x1382	0x0012      	RETURN      0
; end of _COMFREM
_SETIOV3224:
;__Lib_MathDouble.c,530 :: 		
;__Lib_MathDouble.c,537 :: 		
0x1384	0x800B      	BSF         R11, 0, 0
;__Lib_MathDouble.c,538 :: 		
0x1386	0xAE0B      	BTFSS       R11, 7, 0
;__Lib_MathDouble.c,539 :: 		
0x1388	0xF009EFCE  	GOTO        SETIOV3224EEE
;__Lib_MathDouble.c,541 :: 		
0x138C	0x6A02      	CLRF        R2, 0
;__Lib_MathDouble.c,542 :: 		
0x138E	0xAE0A      	BTFSS       R10, 7, 0
;__Lib_MathDouble.c,543 :: 		
0x1390	0x0EFF      	MOVLW       255
;__Lib_MathDouble.c,544 :: 		
0x1392	0x6E02      	MOVWF       R2, 0
;__Lib_MathDouble.c,545 :: 		
0x1394	0x6E01      	MOVWF       R1, 0
;__Lib_MathDouble.c,546 :: 		
0x1396	0x6E00      	MOVWF       R0, 0
;__Lib_MathDouble.c,547 :: 		
0x1398	0x360A      	RLCF        R10, 1, 0
;__Lib_MathDouble.c,548 :: 		
0x139A	0x3202      	RRCF        R2, 1, 0
;__Lib_MathDouble.c,549 :: 		
SETIOV3224EEE:
;__Lib_MathDouble.c,550 :: 		
0x139C	0x0EFF      	MOVLW       255
;__Lib_MathDouble.c,552 :: 		
0x139E	0x0012      	RETURN      0
; end of _SETIOV3224
__Lib_MmcFat16_Set_Fat_Start_Pos:
;__Lib_MmcFat16.c,234 :: 		
;__Lib_MmcFat16.c,237 :: 		
0x13A0	0xF005C2AC  	MOVFF       __Lib_MmcFat16_file_write_cluster, R5
0x13A4	0xF006C2AD  	MOVFF       __Lib_MmcFat16_file_write_cluster+1, R6
0x13A8	0x0E00      	MOVLW       0
0x13AA	0x6E07      	MOVWF       R7 
0x13AC	0x6E08      	MOVWF       R8 
0x13AE	0xF000C005  	MOVFF       R5, R0
0x13B2	0xF001C006  	MOVFF       R6, R1
0x13B6	0xF002C007  	MOVFF       R7, R2
0x13BA	0xF003C008  	MOVFF       R8, R3
0x13BE	0x3600      	RLCF        R0, 1 
0x13C0	0x9000      	BCF         R0, 0 
0x13C2	0x3601      	RLCF        R1, 1 
0x13C4	0x3602      	RLCF        R2, 1 
0x13C6	0x3603      	RLCF        R3, 1 
0x13C8	0xF2D0C000  	MOVFF       R0, __Lib_MmcFat16_Set_Fat_Start_Pos_file_start_cluster2_L0
0x13CC	0xF2D1C001  	MOVFF       R1, __Lib_MmcFat16_Set_Fat_Start_Pos_file_start_cluster2_L0+1
0x13D0	0xF2D2C002  	MOVFF       R2, __Lib_MmcFat16_Set_Fat_Start_Pos_file_start_cluster2_L0+2
